"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT13","WT14","WT16","WT21"
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-09","7.61","0.00","0.0","0.0",,"99","81",,,"    1",,,"    1",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-10","9.17","0.04","0.0","0.0",,"99","73",,,"    1",,,"    1",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-11","6.71","0.08","0.0","0.0",,"101","73",,,"    1",,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-12","8.28","0.00","0.0","0.0",,"100","81",,,"    1",,,"    1",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-13","7.16","0.00","0.0","0.0",,"100","79",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-14","9.17","0.00","0.0","0.0",,"102","81",,,"    1",,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-15","4.92","0.00","0.0","0.0",,"95","81",,,,,,"    1",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-16","6.71","0.00","0.0","0.0",,"99","82",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-17","6.49","0.00","0.0","0.0",,"101","82",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-18","6.71","0.00","0.0","0.0",,"105","83",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-19","4.03","0.00","0.0","0.0",,"106","86",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-20","7.16","0.00","0.0","0.0",,"105","87",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-21","7.16","0.00","0.0","0.0",,"100","81",,,"    1",,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-22","10.74","0.00","0.0","0.0",,"100","83",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-23","5.82","0.16","0.0","0.0",,"100","80",,,"    1",,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-24","5.82","0.00","0.0","0.0",,"99","77",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-25","6.49","0.00","0.0","0.0",,"98","79",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-26","5.37","0.00","0.0","0.0",,"100","80",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-27","7.38","0.00","0.0","0.0",,"103","81",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-28","4.03","0.00","0.0","0.0",,"101","75",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-29","4.03","0.00","0.0","0.0",,"102","76",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-30","5.14","0.00","0.0","0.0",,"102","81",,,,,,"    1",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-08-31","4.92","0.00","0.0","0.0",,"102","79",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-01","5.59","0.00","0.0","0.0",,"101","84",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-02","8.50","0.00","0.0","0.0",,"99","80",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-03","5.37","0.00","0.0","0.0",,"96","76",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-04","5.37","0.00","0.0","0.0",,"97","77",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-05","4.47","0.00","0.0","0.0",,"101","80",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-06","4.70","0.00","0.0","0.0",,"103","78",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-07","4.47","0.00","0.0","0.0",,"103","79",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-08","5.37","0.00","0.0","0.0",,"105","80",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-09","5.59","0.00","0.0","0.0",,"105","80",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-10","4.92","0.00","0.0","0.0",,"104","81",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-11","5.59","0.00","0.0","0.0",,"104","76",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-12","6.71","0.00","0.0","0.0",,"103","76",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-13","4.25","0.00","0.0","0.0",,"102","72",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-14","5.82","0.00","0.0","0.0",,"105","77",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-15","4.25","0.00","0.0","0.0",,"107","80",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-16","4.70","0.00","0.0","0.0",,"102","81",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-17","4.25","0.00","0.0","0.0",,"105","81",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-18","5.82","0.00","0.0","0.0",,"101","79",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-19","4.92","0.13","0.0","0.0",,"89","73","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-20","4.70","0.00","0.0","0.0",,"96","71","    1",,,,,"    1",,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-21","4.25","0.00","0.0","0.0",,"99","77",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-22","6.49","0.00","0.0","0.0",,"100","77",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-23","5.14","0.00","0.0","0.0",,"100","77",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-24","5.59","0.00","0.0","0.0",,"97","80",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-25","3.80","0.00","0.0","0.0",,"97","72",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-26","3.80","0.00","0.0",,,"100","74",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-27","4.47","0.00","0.0","0.0",,"101","74",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-28","3.80","0.00","0.0","0.0",,"101","71",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-29","4.92","0.00","0.0","0.0",,"100","75",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-09-30","7.38","0.03","0.0","0.0",,"94","73",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-01","4.25","0.07","0.0","0.0",,"77","70","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-02","6.49","2.17","0.0","0.0",,"78","69","    1",,"    1",,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-03","4.47","0.00","0.0","0.0",,"84","72",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-04","4.47","0.00","0.0","0.0",,"85","70",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-05","2.68","0.00","0.0","0.0",,"84","65",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-06","6.71","0.00","0.0","0.0",,"82","65",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-07","6.26","0.95","0.0","0.0",,"73","54","    1",,"    1",,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-08","6.04","0.00","0.0","0.0",,"73","57",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-09","4.47","0.00","0.0","0.0",,"78","58",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-10","5.37","0.00","0.0","0.0",,"80","59",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-11","6.49","0.00","0.0","0.0",,"80","65",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-12","5.37","0.00","0.0","0.0",,"82","67",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-13","5.59","0.93","0.0","0.0",,"74","61","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-14","5.14","0.01","0.0","0.0",,"73","61","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-15","6.71","0.00","0.0","0.0",,"77","58",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-16","9.17","0.00","0.0","0.0",,"65","57",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-17","8.05","0.00","0.0","0.0",,"75","56",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-18","5.59","0.00","0.0","0.0",,"80","57",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-19","6.04","0.00","0.0","0.0",,"84","57",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-20","8.50","0.00","0.0","0.0",,"89","69",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-21","8.05","0.00","0.0","0.0",,"87","70",,,"    1",,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-22","5.37","0.00","0.0","0.0",,"85","69",,,"    1",,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-23","5.59","0.15","0.0","0.0",,"87","64",,,"    1",,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-24","2.24","0.00","0.0","0.0",,"82","59",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-25","4.47","0.00","0.0","0.0",,"84","61",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-26","3.36","0.00","0.0","0.0",,"86","60",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-27","3.13","0.00","0.0","0.0",,"87","58",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-28","2.91","0.00","0.0","0.0",,"87","58",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-29","2.91","0.00","0.0","0.0",,"84","61",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-30","7.61","0.00","0.0","0.0",,"81","63",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-10-31","6.04","0.00","0.0","0.0",,"77","54",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-01","2.68","0.00","0.0","0.0",,"75","52",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-02","3.58","0.00","0.0","0.0",,"79","51",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-03","4.47","0.00","0.0","0.0",,"78","52",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-04","2.91","0.00","0.0","0.0",,"78","56",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-05","3.58","0.00","0.0","0.0",,"79","54",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-06","4.70","0.00","0.0","0.0",,"79","55",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-07","3.13","0.00","0.0","0.0",,"79","53",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-08","4.47","0.00","0.0","0.0",,"78","56",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-09","8.28","0.00","0.0","0.0",,"77","55",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-10","4.92","0.00","0.0","0.0",,"76","54",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-11","8.50","0.00","0.0","0.0",,"74","48",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-12","9.17","0.00","0.0","0.0",,"66","45",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-13","7.38","0.00","0.0","0.0",,"64","42",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-14","6.49","0.00","0.0","0.0",,"68","42",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-15","5.82","0.00","0.0","0.0",,"74","45",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-16","4.03","0.00","0.0","0.0",,"74","46",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-17","2.01","0.00","0.0","0.0",,"70","43",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-18","3.80","0.00","0.0","0.0",,"70","46",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-19","3.36","0.00","0.0","0.0",,"73","44",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-20","5.37","0.00","0.0","0.0",,"77","52",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-21","2.68","0.00","0.0","0.0",,"73","48",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-22","3.13","0.00","0.0","0.0",,"65","50",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-23","3.80","0.00","0.0","0.0",,"69","47",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-24","3.58","0.00","0.0","0.0",,"68","46",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-25","4.70","0.00","0.0","0.0",,"71","47",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-26","4.47","0.00","0.0","0.0",,"74","49",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-27","3.80","0.00","0.0","0.0",,"74","48",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-28","3.13","0.00","0.0","0.0",,,"48",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-29","4.03","0.38",,"0.0",,"68","47","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-11-30","4.03","0.05",,"0.0",,"60","49","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-01","4.92","0.00","0.0","0.0",,"62","46",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-02","4.03","0.00","0.0","0.0",,"60","44",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-03","4.47","0.00","0.0","0.0",,"61","41",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-04","4.70","0.00","0.0","0.0",,"65","39",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-05","5.14","0.00","0.0","0.0",,"70","48",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-06","4.25","0.03","0.0","0.0",,"58","51",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-07","3.58","0.06","0.0","0.0",,"68","52","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-08","2.01","0.00","0.0","0.0",,"65","46",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-09","2.68","0.00","0.0","0.0",,"69","44",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-10","6.26","0.00","0.0","0.0",,"71","48",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-11","5.14","0.00","0.0","0.0",,"70","50",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-12","3.13","0.00","0.0","0.0",,"65","43",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-13","4.25","0.00","0.0","0.0",,"68","43",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-14","2.46","0.00","0.0","0.0",,"64","36",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-15","2.01","0.00","0.0","0.0",,"66","50",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-16","4.03","0.00","0.0","0.0",,"69","45",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-17","4.03","0.00","0.0","0.0",,"67","45",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-18","3.36","0.00","0.0","0.0",,"67","44",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-19","2.68","0.00","0.0","0.0",,"67","41",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-20","1.12","0.00","0.0","0.0",,"73","43",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-21","1.34","0.00","0.0","0.0",,"66","46",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-22","2.68","0.00","0.0","0.0",,"70","45",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-23","3.13","0.00","0.0","0.0",,"70","44",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-24","2.46","0.00","0.0","0.0",,"69","45",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-25","4.70","0.00","0.0","0.0",,"61","43",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-26","4.25","0.00","0.0","0.0",,"58","40",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-27","5.82","0.00","0.0","0.0",,"55","40",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-28","5.37","0.00","0.0","0.0",,"52","34",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-29","6.71","0.00","0.0","0.0",,"56","34",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-30","3.36","0.00","0.0","0.0",,"54","31",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2018-12-31","4.92","0.11","0.0","0.0",,"47","36","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-01","4.70","0.00","0.0","0.0",,"50","34","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-02","5.82","0.00","0.0","0.0",,"51","32",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-03","3.13","0.00","0.0","0.0",,"54","30",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-04","2.24","0.00","0.0","0.0",,"64","33",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-05","3.36","0.06","0.0","0.0",,"65","39","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-06","2.91","0.49","0.0","0.0",,"51","45","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-07","3.80","0.00","0.0","0.0",,"62","42",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-08","2.01","0.00","0.0","0.0",,"70","41",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-09","5.14","0.00","0.0","0.0",,"72","46",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-10","2.91","0.00","0.0","0.0",,"65","47",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-11","3.80","0.00","0.0","0.0",,"63","43",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-12","5.59","0.04",,"0.0",,"66","46","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-13","2.91","0.05",,"0.0",,"60","48","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-14","5.82","0.02","0.0","0.0",,"67","50","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-15","5.82","0.06","0.0","0.0",,"63","52","    1",,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-16","2.24","0.00","0.0","0.0",,"66","50",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-17","2.46","0.00","0.0","0.0",,"67","44",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-18","4.92","0.00","0.0","0.0",,"69","51",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-19","2.68","0.00","0.0","0.0",,"70","43",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-20","3.58","0.00","0.0","0.0",,"70","46",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-21","10.29","0.00","0.0","0.0",,"65","45",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-22","8.28","0.00","0.0","0.0",,"64","41",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-23","3.80","0.00","0.0","0.0",,"60","37",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-24","2.91","0.00","0.0","0.0",,"68","35",,,,,,,,,,,
"USW00003184","PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US","2019-01-25","5.14","0.00","0.0","0.0",,"68","41",,,,,,,,,,,
