STATE,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Alabama,2010,40,2.13477,249,35,11664
Alaska,2010,40,0.875146,15,7,1714
Arizona,2010,40,0.674721,172,49,25492
Arkansas,2010,40,0.696056,18,15,2586
California,2010,40,1.95412,632,112,32342
Colorado,2010,40,0.660684,134,14,20282
Connecticut,2010,40,0.0783085,3,12,3831
Delaware,2010,40,0.100125,4,13,3995
District of Columbia,2010,40,2.80877,73,4,2599
Florida,2010,40,X,X,X,X
Georgia,2010,40,1.6049,647,62,40314
Hawaii,2010,40,1.02934,20,18,1943
Idaho,2010,40,0.414938,19,12,4579
Illinois,2010,40,1.28205,505,74,39390
Indiana,2010,40,0.518962,65,44,12525
Iowa,2010,40,0.563063,10,6,1776
Kansas,2010,40,0.442227,39,40,8819
Kentucky,2010,40,0.142932,19,14,13293
Louisiana,2010,40,2.28108,391,41,17141
Maine,2010,40,0.357724,22,30,6150
Maryland,2010,40,1.3192,117,17,8869
Massachusetts,2010,40,0.604621,168,56,27786
Michigan,2010,40,0.671831,98,47,14587
Minnesota,2010,40,0.5748,38,17,6611
Mississippi,2010,40,2.9098,491,42,16874
Missouri,2010,40,1.10176,106,33,9621
Montana,2010,40,0.0371195,1,7,2694
Nebraska,2010,40,2.19978,61,13,2773
Nevada,2010,40,1.66683,175,30,10499
New Hampshire,2010,40,0.0759301,3,21,3951
New Jersey,2010,40,2.31534,163,23,7040
New Mexico,2010,40,2.13191,160,23,7505
New York,2010,40,0.26299,37,91,14069
North Carolina,2010,40,0.53143,134,74,25215
North Dakota,2010,40,0.671355,42,19,6256
Ohio,2010,40,0.228257,29,36,12705
Oklahoma,2010,40,0.624179,19,17,3044
Oregon,2010,40,0.551334,37,20,6711
Pennsylvania,2010,40,0.703292,122,64,17347
Rhode Island,2010,40,0.235036,15,21,6382
South Carolina,2010,40,0.446127,33,25,7397
South Dakota,2010,40,1.10275,63,18,5713
Tennessee,2010,40,0.274655,32,52,11651
Texas,2010,40,2.06514,1050,98,50844
Utah,2010,40,0.747696,43,13,5751
Vermont,2010,40,1.47641,41,10,2777
Virginia,2010,40,1.14343,660,81,57721
Washington,2010,40,0.510041,16,17,3137
West Virginia,2010,40,1.59741,143,34,8952
Wisconsin,2010,40,0.465022,23,44,4946
Wyoming,2010,40,0.632911,32,28,5056
New York City,2010,40,1.18222,1059,40,89577
Alabama,2010,41,2.05999,239,31,11602
Alaska,2010,41,1.12827,19,7,1684
Arizona,2010,41,0.749939,183,49,24402
Arkansas,2010,41,0.674157,18,14,2670
California,2010,41,2.15266,742,122,34469
Colorado,2010,41,0.628621,115,12,18294
Connecticut,2010,41,0.238095,9,15,3780
Delaware,2010,41,0.36855,15,13,4070
District of Columbia,2010,41,2.89079,81,4,2802
Florida,2010,41,X,X,X,X
Georgia,2010,41,1.71307,702,63,40979
Hawaii,2010,41,1.75246,32,19,1826
Idaho,2010,41,1.45798,68,12,4664
Illinois,2010,41,1.45089,600,76,41354
Indiana,2010,41,0.653137,84,45,12861
Iowa,2010,41,0.860956,20,7,2323
Kansas,2010,41,0.57749,49,40,8485
Kentucky,2010,41,0.223975,23,14,10269
Louisiana,2010,41,2.04776,325,39,15871
Maine,2010,41,0.434855,26,29,5979
Maryland,2010,41,2.09879,99,17,4717
Massachusetts,2010,41,0.887866,216,54,24328
Michigan,2010,41,0.585011,95,53,16239
Minnesota,2010,41,0.541293,35,18,6466
Mississippi,2010,41,2.97075,523,45,17605
Missouri,2010,41,0.930521,90,32,9672
Montana,2010,41,0.180963,5,7,2763
Nebraska,2010,41,2.73532,68,12,2486
Nevada,2010,41,1.63633,187,33,11428
New Hampshire,2010,41,0.0924642,4,22,4326
New Jersey,2010,41,2.47836,189,24,7626
New Mexico,2010,41,1.9635,142,22,7232
New York,2010,41,0.369729,47,89,12712
North Carolina,2010,41,0.53653,141,77,26280
North Dakota,2010,41,0.721961,43,19,5956
Ohio,2010,41,0.361628,55,44,15209
Oklahoma,2010,41,0.958678,29,17,3025
Oregon,2010,41,0.624076,38,19,6089
Pennsylvania,2010,41,0.910726,157,64,17239
Rhode Island,2010,41,0.201545,12,21,5954
South Carolina,2010,41,0.765523,54,25,7054
South Dakota,2010,41,0.793794,44,18,5543
Tennessee,2010,41,0.499492,59,50,11812
Texas,2010,41,2.09394,1061,97,50670
Utah,2010,41,0.410939,29,19,7057
Vermont,2010,41,1.35777,40,10,2946
Virginia,2010,41,1.23653,754,83,60977
Washington,2010,41,1.04007,34,16,3269
West Virginia,2010,41,1.58968,170,34,10694
Wisconsin,2010,41,0.581832,31,48,5328
Wyoming,2010,41,0.440621,21,27,4766
New York City,2010,41,1.4023,1258,41,89710
Alabama,2010,42,1.94224,232,33,11945
Alaska,2010,42,0.586042,11,7,1877
Arizona,2010,42,0.953365,240,52,25174
Arkansas,2010,42,0.514217,17,16,3306
California,2010,42,2.24173,766,126,34170
Colorado,2010,42,0.80402,152,12,18905
Connecticut,2010,42,0.374158,15,16,4009
Delaware,2010,42,0.337025,14,14,4154
District of Columbia,2010,42,2.41042,74,4,3070
Florida,2010,42,X,X,X,X
Georgia,2010,42,2.01249,793,62,39404
Hawaii,2010,42,0.755124,14,19,1854
Idaho,2010,42,1.40814,64,11,4545
Illinois,2010,42,1.56607,644,76,41122
Indiana,2010,42,0.584346,76,45,13006
Iowa,2010,42,0.407,10,8,2457
Kansas,2010,42,0.47975,43,41,8963
Kentucky,2010,42,0.156152,25,14,16010
Louisiana,2010,42,2.42974,402,47,16545
Maine,2010,42,0.421743,27,30,6402
Maryland,2010,42,1.45439,173,20,11895
Massachusetts,2010,42,0.744806,209,53,28061
Michigan,2010,42,0.524238,81,50,15451
Minnesota,2010,42,0.521162,33,17,6332
Mississippi,2010,42,2.98141,534,45,17911
Missouri,2010,42,0.98989,94,32,9496
Montana,2010,42,0.185874,5,7,2690
Nebraska,2010,42,3.31103,94,14,2839
Nevada,2010,42,1.5086,171,34,11335
New Hampshire,2010,42,0.29361,17,29,5790
New Jersey,2010,42,2.24812,191,25,8496
New Mexico,2010,42,1.67486,126,21,7523
New York,2010,42,0.362121,53,95,14636
North Carolina,2010,42,0.457107,116,71,25377
North Dakota,2010,42,0.567477,32,20,5639
Ohio,2010,42,0.52356,84,47,16044
Oklahoma,2010,42,2.07039,70,18,3381
Oregon,2010,42,0.484848,36,19,7425
Pennsylvania,2010,42,0.881081,161,64,18273
Rhode Island,2010,42,0.362845,25,21,6890
South Carolina,2010,42,0.38943,28,22,7190
South Dakota,2010,42,0.791023,43,18,5436
Tennessee,2010,42,0.49955,61,50,12211
Texas,2010,42,2.10072,1090,98,51887
Utah,2010,42,0.440583,36,20,8171
Vermont,2010,42,1.48221,45,11,3036
Virginia,2010,42,1.22545,758,84,61855
Washington,2010,42,0.904393,28,15,3096
West Virginia,2010,42,1.52672,134,33,8777
Wisconsin,2010,42,1.18822,69,43,5807
Wyoming,2010,42,0.441798,23,28,5206
New York City,2010,42,1.29124,1175,42,90998
Alabama,2010,43,2.2765,274,36,12036
Alaska,2010,43,0.967742,18,8,1860
Arizona,2010,43,0.888804,233,52,26215
Arkansas,2010,43,0.41365,12,14,2901
California,2010,43,1.91748,666,130,34733
Colorado,2010,43,0.909658,175,11,19238
Connecticut,2010,43,0.333542,16,22,4797
Delaware,2010,43,0.460494,19,14,4126
District of Columbia,2010,43,3.11632,101,4,3241
Florida,2010,43,X,X,X,X
Georgia,2010,43,2.38747,881,60,36901
Hawaii,2010,43,1.57434,27,18,1715
Idaho,2010,43,1.28007,58,12,4531
Illinois,2010,43,1.45762,623,79,42741
Indiana,2010,43,0.581084,76,45,13079
Iowa,2010,43,0.183225,9,10,4912
Kansas,2010,43,0.538071,53,43,9850
Kentucky,2010,43,0.150108,27,15,17987
Louisiana,2010,43,1.92854,326,39,16904
Maine,2010,43,0.338409,22,30,6501
Maryland,2010,43,1.26769,146,20,11517
Massachusetts,2010,43,0.783721,228,52,29092
Michigan,2010,43,0.921435,152,51,16496
Minnesota,2010,43,0.637716,42,18,6586
Mississippi,2010,43,3.14804,538,47,17090
Missouri,2010,43,0.959713,91,31,9482
Montana,2010,43,0.0363901,1,7,2748
Nebraska,2010,43,2.05761,60,14,2916
Nevada,2010,43,2.14451,241,34,11238
New Hampshire,2010,43,0.178795,10,29,5593
New Jersey,2010,43,2.79286,216,23,7734
New Mexico,2010,43,2.35498,190,24,8068
New York,2010,43,0.358981,53,98,14764
North Carolina,2010,43,0.511163,136,74,26606
North Dakota,2010,43,0.339239,18,20,5306
Ohio,2010,43,0.329518,57,49,17298
Oklahoma,2010,43,1.67073,48,18,2873
Oregon,2010,43,0.751771,52,22,6917
Pennsylvania,2010,43,0.72118,133,65,18442
Rhode Island,2010,43,0.322675,22,21,6818
South Carolina,2010,43,0.418354,31,22,7410
South Dakota,2010,43,0.801311,44,19,5491
Tennessee,2010,43,0.401638,51,52,12698
Texas,2010,43,2.20655,1117,96,50622
Utah,2010,43,0.755957,46,15,6085
Vermont,2010,43,1.44393,47,11,3255
Virginia,2010,43,1.26902,763,83,60125
Washington,2010,43,0.95511,30,15,3141
West Virginia,2010,43,1.81171,173,32,9549
Wisconsin,2010,43,1.01049,53,46,5245
Wyoming,2010,43,0.490305,22,27,4487
New York City,2010,43,1.30236,1207,41,92678
Alabama,2010,44,2.83371,342,35,12069
Alaska,2010,44,0.683851,13,8,1901
Arizona,2010,44,1.18573,312,55,26313
Arkansas,2010,44,1.09028,57,19,5228
California,2010,44,2.52326,887,131,35153
Colorado,2010,44,0.971705,193,12,19862
Connecticut,2010,44,0.396743,19,20,4789
Delaware,2010,44,0.222332,9,14,4048
District of Columbia,2010,44,2.99118,95,4,3176
Florida,2010,44,X,X,X,X
Georgia,2010,44,2.65614,1033,62,38891
Hawaii,2010,44,1.77398,27,18,1522
Idaho,2010,44,1.82724,88,13,4816
Illinois,2010,44,1.4893,625,79,41966
Indiana,2010,44,0.842254,107,42,12704
Iowa,2010,44,0.35878,18,10,5017
Kansas,2010,44,0.481289,49,43,10181
Kentucky,2010,44,0.289678,38,15,13118
Louisiana,2010,44,2.80934,492,39,17513
Maine,2010,44,0.176471,9,29,5100
Maryland,2010,44,1.45386,147,20,10111
Massachusetts,2010,44,0.812421,225,53,27695
Michigan,2010,44,0.863417,138,51,15983
Minnesota,2010,44,0.805802,50,18,6205
Mississippi,2010,44,3.3557,550,45,16390
Missouri,2010,44,1.16768,100,31,8564
Montana,2010,44,0.0405186,1,7,2468
Nebraska,2010,44,0.376712,11,14,2920
Nevada,2010,44,1.76761,204,35,11541
New Hampshire,2010,44,0.294372,17,30,5775
New Jersey,2010,44,1.82877,113,25,6179
New Mexico,2010,44,2.37983,151,20,6345
New York,2010,44,0.527357,80,104,15170
North Carolina,2010,44,0.649925,169,70,26003
North Dakota,2010,44,0.713749,38,19,5324
Ohio,2010,44,0.831798,149,48,17913
Oklahoma,2010,44,1.62845,49,15,3009
Oregon,2010,44,0.764895,57,22,7452
Pennsylvania,2010,44,0.991455,181,66,18256
Rhode Island,2010,44,0.530256,34,21,6412
South Carolina,2010,44,0.44531,32,22,7186
South Dakota,2010,44,0.779833,43,19,5514
Tennessee,2010,44,0.528096,64,51,12119
Texas,2010,44,2.36381,1218,99,51527
Utah,2010,44,0.651859,54,23,8284
Vermont,2010,44,1.25276,34,10,2714
Virginia,2010,44,1.26547,729,84,57607
Washington,2010,44,0.78637,24,15,3052
West Virginia,2010,44,1.83986,196,34,10653
Wisconsin,2010,44,1.09649,60,49,5472
Wyoming,2010,44,0.566636,25,28,4412
New York City,2010,44,1.51508,1325,42,87454
Alabama,2010,45,3.46224,419,34,12102
Alaska,2010,45,0.951904,19,8,1996
Arizona,2010,45,0.945337,239,54,25282
Arkansas,2010,45,1.19736,58,17,4844
California,2010,45,2.74562,906,126,32998
Colorado,2010,45,0.719015,139,12,19332
Connecticut,2010,45,0.319562,14,19,4381
Delaware,2010,45,0.79466,25,12,3146
District of Columbia,2010,45,2.32951,69,4,2962
Florida,2010,45,X,X,X,X
Georgia,2010,45,3.41305,1390,62,40726
Hawaii,2010,45,1.17429,19,18,1618
Idaho,2010,45,1.49434,62,13,4149
Illinois,2010,45,1.55392,651,80,41894
Indiana,2010,45,0.752055,97,43,12898
Iowa,2010,45,0.41866,21,10,5016
Kansas,2010,45,0.724993,74,43,10207
Kentucky,2010,45,0.222995,34,15,15247
Louisiana,2010,45,2.08577,463,44,22198
Maine,2010,45,0.356622,22,31,6169
Maryland,2010,45,1.42159,128,21,9004
Massachusetts,2010,45,0.732931,187,54,25514
Michigan,2010,45,0.806639,139,53,17232
Minnesota,2010,45,0.82012,45,16,5487
Mississippi,2010,45,3.93095,649,44,16510
Missouri,2010,45,1.22374,106,31,8662
Montana,2010,45,0.243902,6,6,2460
Nebraska,2010,45,2.96108,105,16,3546
Nevada,2010,45,0.805239,75,33,9314
New Hampshire,2010,45,0.304414,16,29,5256
New Jersey,2010,45,2.2031,169,25,7671
New Mexico,2010,45,2.3776,186,24,7823
New York,2010,45,0.504756,78,105,15453
North Carolina,2010,45,0.476862,115,72,24116
North Dakota,2010,45,0.75811,43,18,5672
Ohio,2010,45,0.51801,86,44,16602
Oklahoma,2010,45,2.57453,76,16,2952
Oregon,2010,45,0.775305,54,20,6965
Pennsylvania,2010,45,1.03377,184,63,17799
Rhode Island,2010,45,0.477403,30,21,6284
South Carolina,2010,45,0.5111,32,21,6261
South Dakota,2010,45,0.743424,39,18,5246
Tennessee,2010,45,0.593704,76,53,12801
Texas,2010,45,2.51778,1310,97,52030
Utah,2010,45,0.6639,40,16,6025
Vermont,2010,45,1.12705,33,11,2928
Virginia,2010,45,1.41165,888,88,62905
Washington,2010,45,1.06724,40,18,3748
West Virginia,2010,45,2.06875,201,34,9716
Wisconsin,2010,45,1.03383,55,46,5320
Wyoming,2010,45,0.463336,23,27,4964
New York City,2010,45,1.73829,1557,42,89571
Alabama,2010,46,3.53248,434,33,12286
Alaska,2010,46,0.962567,18,7,1870
Arizona,2010,46,1.09665,284,55,25897
Arkansas,2010,46,1.55462,74,18,4760
California,2010,46,2.81963,1020,131,36175
Colorado,2010,46,0.696032,137,9,19683
Connecticut,2010,46,0.618847,22,19,3555
Delaware,2010,46,0.390879,12,11,3070
District of Columbia,2010,46,1.5844,52,4,3282
Florida,2010,46,X,X,X,X
Georgia,2010,46,4.55518,1938,62,42545
Hawaii,2010,46,1.31204,23,18,1753
Idaho,2010,46,1.95882,98,13,5003
Illinois,2010,46,1.63242,661,79,40492
Indiana,2010,46,0.820837,104,42,12670
Iowa,2010,46,0.484206,21,9,4337
Kansas,2010,46,0.595801,63,44,10574
Kentucky,2010,46,0.46321,78,15,16839
Louisiana,2010,46,2.81506,539,37,19147
Maine,2010,46,0.520341,33,31,6342
Maryland,2010,46,1.50014,156,20,10399
Massachusetts,2010,46,0.803486,236,51,29372
Michigan,2010,46,0.655481,109,49,16629
Minnesota,2010,46,0.702763,44,18,6261
Mississippi,2010,46,4.46575,764,45,17108
Missouri,2010,46,1.20367,101,31,8391
Montana,2010,46,0.10993,3,6,2729
Nebraska,2010,46,2.42303,85,16,3508
Nevada,2010,46,2.63276,294,34,11167
New Hampshire,2010,46,0.279281,16,31,5729
New Jersey,2010,46,2.13716,158,24,7393
New Mexico,2010,46,2.87842,228,24,7921
New York,2010,46,0.503441,79,107,15692
North Carolina,2010,46,0.484569,122,75,25177
North Dakota,2010,46,0.644192,30,16,4657
Ohio,2010,46,0.533199,95,45,17817
Oklahoma,2010,46,3.35068,103,16,3074
Oregon,2010,46,0.657895,44,19,6688
Pennsylvania,2010,46,0.946337,170,60,17964
Rhode Island,2010,46,0.504177,35,21,6942
South Carolina,2010,46,0.455927,33,21,7238
South Dakota,2010,46,1.00136,59,19,5892
Tennessee,2010,46,0.676526,86,51,12712
Texas,2010,46,2.24622,1121,95,49906
Utah,2010,46,0.907845,53,14,5838
Vermont,2010,46,1.79054,53,11,2960
Virginia,2010,46,1.53242,898,84,58600
Washington,2010,46,1.33132,44,16,3305
West Virginia,2010,46,1.99804,224,36,11211
Wisconsin,2010,46,1.12402,59,47,5249
Wyoming,2010,46,0.744725,36,28,4834
New York City,2010,46,1.92684,1810,43,93936
Alabama,2010,47,4.27655,360,33,8418
Alaska,2010,47,0.652316,10,6,1533
Arizona,2010,47,1.1338,251,54,22138
Arkansas,2010,47,2.02599,53,17,2616
California,2010,47,3.16132,729,134,23060
Colorado,2010,47,0.754401,108,11,14316
Connecticut,2010,47,0.716612,11,16,1535
Delaware,2010,47,0.503356,12,12,2384
District of Columbia,2010,47,3.33519,60,4,1799
Florida,2010,47,X,X,X,X
Georgia,2010,47,5.4632,1801,61,32966
Hawaii,2010,47,1.57422,128,18,8131
Idaho,2010,47,3.06882,99,13,3226
Illinois,2010,47,1.81669,622,78,34238
Indiana,2010,47,0.795053,72,44,9056
Iowa,2010,47,0.533689,8,8,1499
Kansas,2010,47,0.890511,61,43,6850
Kentucky,2010,47,0.539615,63,15,11675
Louisiana,2010,47,2.92706,433,41,14793
Maine,2010,47,0.617566,27,31,4372
Maryland,2010,47,2.01258,128,19,6360
Massachusetts,2010,47,0.958095,198,50,20666
